Stock,Year,"Cost of Revenue, Total",Inventories - Other,"Accounts Receivable - Trade, Net",Total Current Assets,Net Sales,Gross Revenue,Total Current Liabilities,Cash from Operating Activities,Total Liabilities,Total Equity,Net Income Incl Extra Before Distributions,Gross Profit,Operating Income,"Total Assets, Reported","Accounts Receivable - Trade, Net",Accounts Payable,Net Income Before Taxes,Interest Expense - Operating,"Interest Expense, Supplemental","Total Fixed Assets, Net",EBITDA,Cash from Investing Activities
FPT.HM,2022,26842249039710.00,-77698890620.00,7.29064E+12,3.09377E+13,NULL,4.4023E+13,2.45212E+13,5.05383E+12,3.06039E+13,2.10465E+13,5.31011E+12,1.71673E+13,7.58929E+12,5.16504E+13,7.29064E+12,3.20921E+12,7.66228E+12,6.45726E+11,6.45726E+11,285355178750.00,8743511056270.00,5757231937330.00
ABT.HM,2016,347579382450.00,-4688595260.00,34909364470,5.73159E+11,NULL,4.2479E+11,2.29104E+11,93693245630,2.3357E+11,4.15707E+11,47670539890,74525489440,54528289960,6.49276E+11,34909364470,11200593040,54146580910,6486162130,6486162130,298937869730.00,54820697980.00,-362220431290.00
ABT.HM,2017,335580854560.00,-1166992050.00,51722654480,3.71422E+11,NULL,3.85996E+11,2.26554E+11,15797234250,2.30224E+11,4.04122E+11,28224983260,48114413110,32898203510,6.34346E+11,51722654480,8012587170,33041232180,8601656720,8601656720,325814079930.00,25003995180.00,537270790.00
ABT.HM,2018,305667128870.00,-1635510770.00,38450510040,2.66843E+11,NULL,3.97684E+11,1.10713E+11,59372682610,1.15867E+11,4.19678E+11,66728981490,90271241460,73622483790,5.35545E+11,38450510040,10938025560,73553941020,9219652630,9219652630,87417633940.00,64220668060.00,131242185590.00
ABT.HM,2019,306823296000.00,-15574574850.00,27706080260,2.5853E+11,NULL,3.6115E+11,1.20179E+11,-19132960700,1.2532E+11,4.13142E+11,48695389250,54327092860,54786993370,5.38462E+11,27706080260,9072258010,50704721740,4688755680,4688755680,87124301110.00,32920451780.00,56990071490.00
ABT.HM,2020,280984167410.00,-18809013850.00,32015593730,2.5832E+11,NULL,3.31314E+11,1.28441E+11,9605065120,1.32992E+11,4.10683E+11,14288053560,37125898760,15267698780,5.43675E+11,32015593730,15890577960,16365260070,2918020520,2918020520,83143986150.00,15459644670.00,22282182220.00
ABT.HM,2021,276870531230.00,-11454086730.00,39550280530,2.95336E+11,NULL,3.43462E+11,1.71508E+11,-1912834570,1.75678E+11,4.18596E+11,33793208790,64776903190,35472571270,5.94274E+11,39550280530,20475190520,36378706260,2063842020,2063842020,83503727150.00,27799549570.00,-4944118440.00
ABT.HM,2022,499863174080.00,108132084460.00,33514258360,2.99926E+11,NULL,6.17432E+11,1.48066E+11,1.36702E+11,1.51648E+11,4.74091E+11,64289101230,1.16776E+11,70068463890,6.2574E+11,33514258360,34503997230,69988271120,3206042790,3206042790,77217728210.00,64690347310.00,-24184173320.00
DTT.HM,2016,104987544470.00,2154125650.00,29083557540,70169198040,NULL,1.26045E+11,34021293460,-9253757180,35827032380,1.22167E+11,8140574360,20987180540,8730630740,1.57994E+11,29083557540,4829009200,10565500660,1396718230,1396718230,75744478980.00,17064298770.00,8535824860.00
DTT.HM,2017,104128035030.00,3506411750.00,29813879880,70966860040,NULL,1.22352E+11,38003834380,15944153890,38510754380,1.19846E+11,4199294150,18223819830,5225236260,1.58356E+11,29813879880,8451015530,5279226140,1682540690,1682540690,78103418360.00,14513945450.00,-8701628460.00
DTT.HM,2018,124190504520.00,3535100750.00,25777573830,94383271530,NULL,1.43492E+11,56194051780,-8946186330,57287031780,1.2024E+11,5059395820,19301001100,6483008470,1.77527E+11,25777573830,7217985130,6367408530,2284668140,2284668140,52098852630.00,15107439470.00,-2443175240.00
DTT.HM,2019,140759140070.00,1203497450.00,30906119080,85220962700,NULL,1.67011E+11,46047853760,31691023220,46554773760,1.2217E+11,7420782180,26179083150,9377108470,1.68725E+11,30906119080,7118921360,9375660340,2032226080,2032226080,47734270420.00,12196178130.00,-5480292970.00
DTT.HM,2020,131243872350.00,1288502510.00,16788925740,91196240980,NULL,1.5774E+11,43532597200,34236809340,44039517200,1.24374E+11,8710809900,26156901620,10142143030,1.68414E+11,16788925740,6614994620,10153140150,1738117290,1738117290,44938499350.00,19559826770.00,-3682213950.00
DTT.HM,2021,137718052020.00,2074647500.00,15648055540,76373531530,NULL,1.56875E+11,30278841330,4161579590,30785761330,1.21332E+11,3464071200,19026668140,5080705770,1.52118E+11,15648055540,6182117210,4563243070,1450172680,1450172680,40515659040.00,15045947880.00,-10303253520.00
DTT.HM,2022,161946083790.00,32144166390.00,16243695220,88539121660,NULL,1.87367E+11,36945414320,19294127320,37452334320,1.2919E+11,9139029310,25013573770,12160550950,1.66643E+11,16243695220,5758319130,11438830770,1340088320,1340088320,220283080580.00,20129897840.00,-9045760500.00
SCD.HM,2016,293231679860.00,-652632210.00,74525221850,2.42516E+11,NULL,4.49373E+11,81280153680,5132141290,81900153680,2.12715E+11,30005862210,1.23774E+11,36923406240,2.94615E+11,74525221850,39297153530,37883276490,0,0,269092013310.00,33967156410.00,45618267920.00
SCD.HM,2017,252708169780.00,-754585640.00,57880318850,1.92288E+11,NULL,3.56853E+11,53631114880,-28214988420,54351114880,1.85671E+11,-3039045460,74589427620,-3196979080,2.40022E+11,57880318850,25008062080,-2731129460,225555560,225555560,488682075110.00,-5954608080.00,53571741170.00
SCD.HM,2018,213327371360.00,1985013830.00,14224826290,1.92566E+11,NULL,2.965E+11,45692923590,39549148450,55759379840,1.81745E+11,5848812890,64671930240,4522105300,2.37505E+11,14224826290,20460526740,6718188250,NULL,NULL,16370926790.00,-1099062380.00,-37516324950.00
SCD.HM,2019,197746693330.00,2510943840.00,13947541000,2.06886E+11,NULL,2.78012E+11,42329352130,9062930980,50730570880,1.96671E+11,16584021730,69339796740,21675020050,2.47402E+11,13947541000,20596157810,22155612190,NULL,NULL,15207548540.00,15412299650.00,-1519201830.00
SCD.HM,2020,122853801170.00,2180004640.00,5012013930,1.82252E+11,NULL,1.75712E+11,39810293760,-29014756420,2.16076E+11,1.93458E+11,3427469980,39537709660,3227992650,4.09535E+11,5012013930,28146169250,3531326170,2372513690,2372513690,12630185300.00,-522769560.00,42396859870.00
SCD.HM,2021,111883673470.00,2009420120.00,20633434960,95050210050,NULL,1.40189E+11,35841801740,-34737028810,2.14938E+11,1.56204E+11,-35593616040,19836648760,-36664190490,3.71142E+11,20633434960,25117167080,-36299655140,14605947320,14605947320,11130711410.00,-18391198880.00,7186974890.00
SCD.HM,2022,137618744000.00,23970404770.00,28090469250,1.01657E+11,NULL,1.79788E+11,1.99542E+11,-36065923900,4.8982E+11,1.07519E+11,-48684959710,31448335450,-51276924350,5.97339E+11,28090469250,93890876290,-49445926120,15779457600,15779457600,9712072640.00,-28706945250.00,560959490.00
SDN.HN,2016,106997240340.00,14412169420.00,20405373690,49520825260,NULL,1.59741E+11,35440049400,11094136140,37209531720,30920143040,7569399370,44203784240,9667550730,68129674770,20405373690,10605205810,9669562680,562810290,562810290,8964818630.00,16031469360.00,-2828473520.00
SDN.HN,2017,109735927870.00,17395368290.00,24561862720,52132737170,NULL,1.6907E+11,34070486680,1850412350,34687362440,33450493270,6794166760,43300684570,8410010720,68137855710,24561862720,12501274320,8628519000,592617320,592617320,50821831500.00,15772762400.00,-2271268300.00
SDN.HN,2018,111067317380.00,14797536190.00,23248497330,50958301560,NULL,1.7017E+11,28087639250,4429864850,28704515010,35759271850,7566248270,43120324510,9469258470,64463786860,23248497330,9129411000,9506839230,653653920,653653920,1359084698279.99,16311432550.00,4594599430.00
SDN.HN,2019,105760250320.00,16566340940.00,25486708900,50906564000,NULL,1.593E+11,25303955160,8080144300,25971645710,37134089700,6383659610,38311542900,6604352940,63105735410,25486708900,12887952910,8084760620,319690590,319690590,1408957455149.99,12775380860.00,-1042518860.00
SDN.HN,2020,103359390490.00,17987717060.00,30249698920,61240873880,NULL,1.57318E+11,28882467900,7791645390,29550158450,42535848070,11493735140,40511522240,11140351840,72086006520,30249698920,13183093820,13288406300,225818790,225818790,1481049574539.99,16046147490.00,2220356330.00
SDN.HN,2021,84329444500.00,22332336620.00,25125281450,62482707580,NULL,1.30477E+11,23244666960,7122184040,23962357510,48405368700,13028100430,34922805500,13346215210,72367726210,25125281450,12989694540,15220770330,0,0,1537155767989.99,17415141430.00,-688584240.00
SDN.HN,2022,91147541400.00,24690080190.00,17872505420,54245491870,NULL,1.42838E+11,48691593830,-31339862140,49429284380,56388038990,15667468650,37609086710,17680675640,1.05817E+11,17872505420,20140757130,19728642930,766261780,766261780,1564119320540.00,14923423380.00,10275202210.00
TRC.HM,2016,288982057080.00,4438293040.00,2429571910,3.92543E+11,NULL,3.50372E+11,1.55271E+11,89317733390,2.95975E+11,1.4574E+12,69597921420,61389675770,41404767700,1.75338E+12,2429571910,8969036470,79329050210,582144140,582144140,1575918160770.00,62920697170.00,-35545071560.00
TRC.HM,2017,290200885960.00,4097759140.00,22807914130,4.21832E+11,NULL,4.05341E+11,1.08731E+11,26815245970,2.86341E+11,1.54619E+12,1.44813E+11,1.1514E+11,87159192870,1.83254E+12,22807914130,6362735450,1.70297E+11,1039871100,1039871100,1603959083480.00,110445020640.00,-9374179750.00
TRC.HM,2018,295075662460.00,4693338180.00,8950666640,4.53703E+11,NULL,3.54457E+11,1.50276E+11,40580318090,3.95215E+11,1.54132E+12,1.19957E+11,58022573450,40126530960,1.93654E+12,8950666640,6798915310,1.44935E+11,0,0,107670900350.00,57543001230.00,29247088330.00
TRC.HM,2019,267246071910.00,10731803360.00,13487857780,4.29074E+11,NULL,3.34213E+11,1.62675E+11,-38354252720,4.3702E+11,1.53099E+12,83354733730,66526792650,45067827120,1.96801E+12,13487857780,8821401130,98939836010,0,0,49304998260.00,58955409650.00,38958811530.00
TRC.HM,2020,295450716050.00,7054046970.00,-2262779880,4.17084E+11,NULL,3.61812E+11,1.47527E+11,16530210350,4.21399E+11,1.56158E+12,92279668210,66071537420,47149150270,1.98298E+12,-2262779880,6500346120,1.10632E+11,758540810,758540810,47762020030.00,63281240340.00,45047588350.00
TRC.HM,2021,318660573790.00,14627451200.00,-2132399890,3.96556E+11,NULL,4.17464E+11,1.80783E+11,21343870470,4.1372E+11,1.5605E+12,97217945620,98803580500,71841687160,1.97422E+12,-2132399890,12986353800,1.13257E+11,6281486300,6281486300,43165113460.00,91535958740.00,-1990161320.00
TRC.HM,2022,416960013340.00,5815627650.00,9088591790,3.76936E+11,NULL,5.23464E+11,2.01268E+11,33312373560,4.04716E+11,1.57796E+12,74991485380,1.06504E+11,61790943860,1.98267E+12,9088591790,11163878980,88674406910,12126514130,12126514130,41817140550.00,104963096780.00,7138489500.00
GTA.HM,2016,451624040980.00,7164191230.00,18878764400,3.55321E+11,NULL,4.90212E+11,3.00142E+11,55672339060,3.00142E+11,1.62849E+11,14542741220,38587814550,17657688740,4.62991E+11,18878764400,43749260200,18276048240,7181945250,7181945250,36615614290.00,20820699080.00,-167288683410.00
GTA.HM,2017,505398046110.00,25169372770.00,21339451020,4.06044E+11,NULL,5.45749E+11,2.90268E+11,-15032796310,2.90268E+11,1.65082E+11,16193091350,40350528110,19453321200,4.55349E+11,21339451020,50675914840,20323737260,12505560570,12505560570,38856914660.00,21256813010.00,40531982110.00
GTA.HM,2018,538339330770.00,9994645450.00,20739460650,6.13501E+11,NULL,5.80339E+11,4.94325E+11,-3226490730,4.94325E+11,1.66938E+11,17401139910,41999350630,21731980590,6.61263E+11,20739460650,56467811540,21822924890,14420834390,14420834390,394078566170.00,22137336490.00,-86638569090.00
GTA.HM,2019,615470905400.00,35325691530.00,30090138660,5.07753E+11,NULL,6.62562E+11,3.82392E+11,-4815981200,3.82392E+11,1.68526E+11,18293681950,47090616870,22847508720,5.50918E+11,30090138660,36523789780,22892308680,14744814770,14744814770,379666711170.00,23952176590.00,26561003370.00
GTA.HM,2020,525338308810.00,10342042660.00,26009688410,4.66617E+11,NULL,5.68237E+11,3.39142E+11,24007259960,3.39142E+11,1.69292E+11,18327750780,42898666140,22924702000,5.08434E+11,26009688410,33123573790,22957291950,12872871270,12872871270,370398699470.00,21375002220.00,17891399170.00
GTA.HM,2021,471948485680.00,20395242420.00,22686589520,4.31146E+11,NULL,5.10842E+11,3.00378E+11,-33526617990,3.00378E+11,1.67383E+11,15674119440,38893451440,19479749220,4.67762E+11,22686589520,23591111140,19663532980,11036202710,11036202710,360544168400.00,16679261460.00,68999480420.00
GTA.HM,2022,455190596400.00,406732190.00,7429471370,3.37269E+11,NULL,4.8951E+11,2.13403E+11,20600671350,2.13403E+11,1.62723E+11,10264016820,34319349980,16078317910,3.76125E+11,7429471370,14374023110,12877525640,11220926750,11220926750,339087619110.00,12495287040.00,60343435760.00
ACL.HM,2016,1099159560150.00,5963599880.00,2.27579E+11,7.90734E+11,NULL,1.29158E+12,7.70551E+11,62733303020,8.32678E+11,3.52384E+11,23502703310,1.90314E+11,25663573630,1.18506E+12,2.27579E+11,22760331370,24006227450,56824067980,56824067980,299817057570.00,119454214280.00,-48051585100.00
ACL.HM,2017,1008432238940.00,7555655950.00,2.70197E+11,7.19718E+11,NULL,1.19043E+12,6.89288E+11,1.49988E+11,7.25672E+11,3.73963E+11,21578362660,1.79267E+11,23806827210,1.09963E+12,2.70197E+11,31384255390,23212569760,48659441190,48659441190,276261871340.00,113623423740.00,-26481758590.00
ACL.HM,2018,1260026137110.00,8986617610.00,3.56748E+11,9.72979E+11,NULL,1.69352E+12,7.84615E+11,1.58022E+11,7.84615E+11,5.58763E+11,2.304E+11,4.28827E+11,2.60011E+11,1.34338E+12,3.56748E+11,91024105100,2.5903E+11,41931856820,41931856820,1454089831940.00,339693729760.00,-38284851240.00
ACL.HM,2019,1102297739440.00,8235612640.00,2.54961E+11,1.10064E+12,NULL,1.42367E+12,7.94912E+11,5269349290,7.94912E+11,6.66276E+11,1.41713E+11,3.15237E+11,1.59819E+11,1.46119E+12,2.54961E+11,65095012440,1.57896E+11,43185860410,43185860410,2219255645840.00,244835662980.00,-31402810250.00
ACL.HM,2020,801698919350.00,8405024620.00,2.33251E+11,1.32045E+12,NULL,9.59133E+11,9.65082E+11,-2.17552E+11,9.65082E+11,6.9446E+11,28183404910,1.50058E+11,32414348700,1.65954E+12,2.33251E+11,51412640690,31082076320,44709970670,44709970670,2276473689960.00,118816246910.00,-23446449480.00
ACL.HM,2021,1059294956610.00,11670878770.00,1.26622E+11,1.15836E+12,NULL,1.22402E+12,7.51727E+11,3.61839E+11,7.51727E+11,7.06453E+11,42088175560,1.54426E+11,48186948410,1.45818E+12,1.26622E+11,73381927910,47803297190,32052204490,32052204490,2171664885310.00,122217871110.00,-2615105160.00
ACL.HM,2022,891524291130.00,922529472840.00,1.50891E+11,1.20678E+12,NULL,1.17406E+12,6.58048E+11,55008129970,6.58048E+11,8.24994E+11,1.1858E+11,2.75467E+11,1.3697E+11,1.48304E+12,1.50891E+11,84382176100,1.35011E+11,33702743570,33702743570,1829686423670.00,201181656230.00,-13630846570.00
HBC.HM,2016,9533761465530.00,65278790770.00,1.97102E+12,9.89997E+12,NULL,1.07876E+13,8.88559E+12,3.2922E+11,9.83325E+12,1.61655E+12,5.67046E+11,1.23244E+12,7.03978E+11,1.14498E+13,1.97102E+12,2.04699E+12,7.15272E+11,1.4516E+11,1.4516E+11,1592253754660.00,909508972920.00,-1012984746330.00
HBC.HM,2017,14350897343860.00,61908870440.00,2.8996E+12,1.1693E+13,NULL,1.60484E+13,1.09051E+13,-1.09647E+12,1.17499E+13,2.24851E+12,8.59189E+11,1.68637E+12,1.03383E+12,1.39984E+13,2.8996E+12,2.89518E+12,1.07373E+12,2.65822E+11,2.65822E+11,1609952741850.00,1389033507440.00,-356923133720.00
HBC.HM,2018,16612292699870.00,88113213040.00,5.77991E+12,1.35226E+13,NULL,1.82993E+13,1.23132E+13,-1.8245E+11,1.31848E+13,2.71569E+12,6.29873E+11,1.68704E+12,7.76863E+11,1.59005E+13,5.77991E+12,4.42145E+12,7.94883E+11,3.06438E+11,3.06438E+11,1498601976060.00,1315167527819.99,324408888330.00
HBC.HM,2019,17363849322170.00,88093529280.00,5.92524E+12,1.44229E+13,NULL,1.86555E+13,1.2044E+13,-7.06237E+11,1.31334E+13,3.58785E+12,4.16755E+11,1.24589E+12,4.03206E+11,1.67213E+13,5.92524E+12,3.88991E+12,5.269E+11,3.22425E+11,3.22425E+11,1591784546409.99,963635841920.00,-164629373440.00
HBC.HM,2020,10488433463110.00,231767362130.00,5.13016E+12,1.36083E+13,NULL,1.12254E+13,1.07476E+13,-2.90787E+11,1.19536E+13,3.59865E+12,86319060450,7.36219E+11,28626014970,1.55522E+13,5.13016E+12,3.12862E+12,1.14362E+11,3.17101E+11,3.17101E+11,1566087203560.00,596823731180.00,-93570333780.00
HBC.HM,2021,10553439200700.00,226252563610.00,4.98662E+12,1.48773E+13,NULL,1.1356E+13,1.16445E+13,5.63518E+11,1.29159E+13,3.66072E+12,1.02964E+11,8.0253E+11,1.51117E+11,1.65766E+13,4.98662E+12,3.64911E+12,1.48564E+11,2.99035E+11,2.99035E+11,1553147952629.99,684034328310.00,-53053851110.00
HBC.HM,2022,13864654705590.00,2365521834510.00,5.99868E+12,1.51896E+13,NULL,1.41226E+13,1.27356E+13,-8.44741E+11,1.43173E+13,2.60867E+12,-1.13817E+12,2.57934E+11,-1.0775E+12,1.69259E+13,5.99868E+12,4.73808E+12,-1.10272E+12,5.20822E+11,5.20822E+11,1034934222780.00,-496280401180.00,-613903384100.00
TSC.HM,2016,1482750675680.00,18748701070.00,3.97113E+11,8.0871E+11,NULL,1.72287E+12,2.08605E+11,91208441930,6.79748E+11,1.64345E+12,10551922760,1.94259E+11,3559088460,2.3232E+12,3.97113E+11,78396718600,4449357450,6998343470,6998343470,694103351620.00,2585437540.00,-534247354040.00
TSC.HM,2017,707068816370.00,55689990.00,46328462740,4.50864E+11,NULL,8.56887E+11,1.77957E+11,-30768239940,4.47587E+11,1.60968E+12,-25010450620,1.17708E+11,-22607484770,2.05726E+12,46328462740,96141914610,-24046972770,5538323420,5538323420,655990437500.00,-4008855570.00,60783186300.00
TSC.HM,2018,665323659930.00,-6211969660.00,36944412450,4.45175E+11,NULL,8.0592E+11,1.87287E+11,5402014240,4.41034E+11,1.5786E+12,-26450051090,1.13066E+11,-29702992750,2.01964E+12,36944412450,80711653030,-29310463500,1981198930,1981198930,187630783670.00,6414725410.00,-8882622120.00
TSC.HM,2019,355430267550.00,66534030.00,22445344790,3.76765E+11,NULL,4.20925E+11,1.12666E+11,21684949960,3.62159E+11,1.57846E+12,1385476580,61339205440,54499920,1.94062E+12,22445344790,61009281190,6530132900,1460859100,1460859100,253940406110.00,14075015100.00,-1612739690.00
TSC.HM,2020,387122091220.00,158090270.00,46526424700,9.51094E+11,NULL,4.61915E+11,1.49118E+11,28738680730,4.00503E+11,1.59141E+12,16891325090,73024012280,20826021260,1.99191E+12,46526424700,60018576040,21204606590,1148524980,1148524980,276879972660.00,40775436650.00,-51539079600.00
TSC.HM,2021,417622491280.00,-1776970700.00,3.11316E+11,1.01484E+12,NULL,5.22034E+11,2.74343E+11,-32254247870,5.91054E+11,1.71243E+12,1.14836E+11,99858139570,1.36965E+11,2.30348E+12,3.11316E+11,60480837850,1.37423E+11,3703721600,3703721600,378892779490.00,165627002490.00,-49328691300.00
TSC.HM,2022,722390396570.00,70611920270.00,2.86764E+11,1.44399E+12,NULL,9.12135E+11,2.07502E+11,1.13983E+11,6.26736E+11,2.00432E+12,-42274707710,1.75283E+11,-41549187800,2.63105E+12,2.86764E+11,29618360640,-38640185460,6732496910,6732496910,212497021430.00,27697912350.00,-530172288980.00
DST.HN,2016,33720587370.00,893969060.00,3701844200,36908183260,NULL,42377304830,2028605190,-9909850850,62563489270,1.66671E+11,707856520,8656717460,1251725920,2.29234E+11,3701844200,857739360,1272983810,266427270,266427270,242708410360.00,1490890320.00,-1497508510.00
DST.HN,2017,59616541560.00,17367046590.00,10948122730,95965541750,NULL,63497429500,35316659730,-1.5462E+11,37075543430,3.1283E+11,-11649325920,3880887940,-1882633790,3.49906E+11,10948122730,13254246130,-11357295790,20332147620,20332147620,385461943160.00,19376892000.00,-2335013310.00
DST.HN,2018,196384239300.00,10368857380.00,18348478230,90040186000,NULL,2.13395E+11,23163398320,49686715400,56361305280,3.20059E+11,7391186400,17010874250,19030011920,3.7642E+11,18348478230,13160914250,7400970340,8246918020,8246918020,140706335300.00,15896610730.00,-40123985330.00
DST.HN,2019,44100087630.00,1303577150.00,8666651310,1.05638E+11,NULL,42644409060,1.30644E+11,99037120820,1.80569E+11,3.13462E+11,-6499972800,-1455678570,-5258337200,4.94031E+11,8666651310,8953275900,-6408147980,1075468380,1075468380,178908747310.00,-5787752700.00,-104946779090.00
DST.HN,2020,30202473420.00,1224102860.00,4255133160,1.22885E+11,NULL,32617288470,17637629090,-95376151270,17649828460,3.17732E+11,3706132490,2414815050,3868720340,3.35382E+11,4255133160,9142349160,3736588100,1239407480,1239407480,81052085710.00,1085069640.00,87483124820.00
DST.HN,2021,37117965850.00,891454860.00,16715358930,1.31227E+11,NULL,38509307720,10169771550,26021630,13498101770,3.60437E+11,44997974670,1391341870,54546182460,3.73935E+11,16715358930,2690931310,54410836250,237737550,237737550,94595769800.00,-1727583610.00,4834525900.00
DST.HN,2022,46539313040.00,2654043090.00,5531603850,28197564110,NULL,49839284200,17480610860,99681389230,17491183300,3.96168E+11,36313243370,3299971160,45855768290,4.1366E+11,5531603850,3900784750,45270354630,14786300,14786300,115849170980.00,1107914020.00,-101740323470.00
SC5.HM,2016,1389419018170.00,NULL,4.00865E+11,1.84673E+12,1.47102E+12,NULL,1.34708E+12,-2.30638E+11,1.66783E+12,3.19615E+11,41925544110,81598631130,54363617540,1.98745E+12,4.00865E+11,2.75121E+11,53875330240,16508073790,16508073790,109591106800.00,65074403330.00,172652036630.00
SC5.HM,2017,1849664484570.00,NULL,5.3801E+11,1.83473E+12,1.96702E+12,NULL,1.5999E+12,-1.04269E+11,1.6682E+12,3.45438E+11,59981835760,1.1736E+11,44154758580,2.01364E+12,5.3801E+11,3.88282E+11,76118254150,28545981230,28545981230,102584621170.00,68406453490.00,-2312371680.00
SC5.HM,2018,2497980393750.00,NULL,2.31168E+11,1.83559E+12,2.59671E+12,NULL,1.49633E+12,38661181750,1.56748E+12,3.49156E+11,39684071370,98726324550,51805241370,1.91664E+12,2.31168E+11,4.23902E+11,52493782720,32779567060,32779567060,117114600300.00,83817228550.00,97261854450.00
SC5.HM,2019,2135023964630.00,NULL,5.31301E+11,1.59213E+12,2.23513E+12,NULL,1.26576E+12,-32018699950,1.33853E+12,3.48197E+11,33769785590,1.00108E+11,44697551140,1.68672E+12,5.31301E+11,4.03218E+11,43873654890,39280898840,39280898840,192154536650.00,84637496660.00,-14072982680.00
SC5.HM,2020,1802547070060.00,NULL,6.76363E+11,2.05485E+12,1.9019E+12,NULL,1.7789E+12,45684180650,1.82092E+12,3.49775E+11,35259422640,99349690780,45380999220,2.1707E+12,6.76363E+11,3.79111E+11,45141614940,38417923540,38417923540,186309014080.00,81187031610.00,-9113280470.00
SC5.HM,2021,1645302766940.00,4416820.00,4.00226E+11,2.28539E+12,1.72904E+12,NULL,2.01212E+12,1.3272E+11,2.04651E+12,3.48473E+11,33953638270,83734862460,43138453080,2.39498E+12,4.00226E+11,4.07388E+11,43038819080,30350784060,30350784060,194650029490.00,69799180890.00,6699310910.00
SC5.HM,2022,2540149526270.00,0.00,3.84937E+11,2.30957E+12,2.60922E+12,NULL,2.04073E+12,4836683750,2.07502E+12,3.37139E+11,22537994300,69067501840,28273759470,2.41216E+12,3.84937E+11,4.18527E+11,28441526670,29955154140,29955154140,214630100180.00,50912656610.00,-5173696340.00
UIC.HM,2016,2170685598750.00,NULL,1.28198E+11,2.97332E+11,2.23432E+12,NULL,1.9423E+11,40160003170,1.95487E+11,2.21727E+11,45476332990,63632439240,56216982530,4.17214E+11,1.28198E+11,1.09731E+11,56607250550,531700280,531700280,206774819320.00,53478637910.00,-3036764600.00
UIC.HM,2017,2222980132820.00,NULL,1.22201E+11,2.50249E+11,2.29335E+12,NULL,1.69729E+11,67257903160,1.86067E+11,2.57071E+11,60521140770,70370048990,73352062990,4.43137E+11,1.22201E+11,73286745380,74835623590,245630780,245630780,216354922930.00,70759871490.00,-88659782210.00
UIC.HM,2018,2467878502770.00,NULL,1.28895E+11,2.7094E+11,2.54459E+12,NULL,1.83438E+11,63245801330,1.90812E+11,2.67973E+11,53969963400,76707741770,65448261660,4.58784E+11,1.28895E+11,68025773520,65574846470,2733392650,2733392650,620728349710.00,62116373540.00,-10610306790.00
UIC.HM,2019,2663196386700.00,NULL,1.23299E+11,2.72735E+11,2.75139E+12,NULL,1.67527E+11,81766460830,1.81549E+11,2.86635E+11,59516338550,86458659530,73712848490,4.68184E+11,1.23299E+11,72219110610,73626947640,1948302670,1948302670,726156556720.00,92058643490.00,-27334492190.00
UIC.HM,2020,2527561036340.00,NULL,1.19063E+11,2.91256E+11,2.61313E+12,NULL,2.10419E+11,60670270680,2.21444E+11,2.88394E+11,59686259260,85573620520,74210129360,5.09838E+11,1.19063E+11,87288231000,72646927460,1967303940,1967303940,765703381450.00,86993989700.00,-31404861450.00
UIC.HM,2021,2400204672000.00,NULL,1.08056E+11,2.36849E+11,2.47264E+12,NULL,1.13161E+11,58236473940,1.14344E+11,3.33181E+11,55172684120,72438305370,65438199330,4.47524E+11,1.08056E+11,87187614410,68961441540,1104446440,1104446440,712505003710.00,70288751430.00,3215337340.00
UIC.HM,2022,2473005518360.00,110517383500.00,89672631740,2.68135E+11,2.54669E+12,NULL,1.24895E+11,83483466660,1.25145E+11,3.59345E+11,51819224960,73689345810,47773043450,4.8449E+11,89672631740,15724404750,65343076120,1414895920,1414895920,908043568540.00,71365330640.00,-29980851640.00
VNE.HM,2016,657444369870.00,-146241730.00,2.70665E+11,9.11145E+11,NULL,7.74689E+11,5.35714E+11,35151815350,5.84922E+11,9.46952E+11,10081699710,1.16737E+11,20749403920,1.53187E+12,2.70665E+11,94634814560,10204990840,23310019660,23310019660,1827627831160.00,55906061040.00,152813328680.00
VNE.HM,2017,697314553140.00,-87620140.00,2.27119E+11,8.32372E+11,NULL,9.08833E+11,6.05655E+11,1.6571E+11,6.50519E+11,9.08009E+11,63493015120,2.11518E+11,94645383250,1.55853E+12,2.27119E+11,95431005330,97662861670,14338480120,14338480120,1764993022290.00,106349522330.00,-151884876710.00
VNE.HM,2018,690401163350.00,-77891680.00,45225035490,7.39419E+11,NULL,7.41772E+11,5.30201E+11,-2.39476E+11,5.58167E+11,9.46955E+11,84427703320,51370845570,91743439060,1.50512E+12,45225035490,38209924860,75604539270,18407272190,18407272190,1464797313800.00,-46888605020.00,426421572320.00
VNE.HM,2019,1133625776620.00,-77891680.00,1.7315E+11,7.18795E+11,NULL,1.2319E+12,4.47211E+11,7786776670,4.76669E+11,9.54631E+11,9893730720,98277774000,15671575820,1.4313E+12,1.7315E+11,55670095990,17070352150,13118591650,13118591650,1364501488690.00,41228878640.00,-50397450690.00
VNE.HM,2020,1212061809200.00,-75523000.00,5.07405E+11,1.17793E+12,NULL,1.29967E+12,1.08994E+12,94519196100,1.12735E+12,9.65623E+11,11549103340,87605637810,11752158610,2.09297E+12,5.07405E+11,3.18757E+11,12064387410,14376618250,14376618250,1211984195260.00,37462671130.00,-283831785750.00
